Account Description,Size,Size Numeric,Strength (mg),WHO ATC 5 Code,Volume,Value,Year Month (after 2000),Year (after 2000),Month,Region_Hovedstaden,Region_Midtjylland,Region_Nordjylland,Region_Sjælland,Region_Syddanmark,Product_Cimzia,Product_Inflectra,Product_Remicade,Product_Remsima,Product_Stelara,Product_Zessly
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,19,160820.1,1001.0,10.0,1.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2096,9236652.8,1001.0,10.0,1.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,11,88919.05,1002.0,10.0,2.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2036,8972244.8,1002.0,10.0,2.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,14,113169.7,1003.0,10.0,3.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2512,11069881.6,1003.0,10.0,3.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,24,194005.2,1004.0,10.0,4.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2011,8862074.8,1004.0,10.0,4.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,10,80835.5,1005.0,10.0,5.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2599,11453273.2,1005.0,10.0,5.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,541492.4,1005.0,10.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,5,135373.1,1005.0,10.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,34,274840.7,1006.0,10.0,6.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2020,8901736.0,1006.0,10.0,6.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,17,460268.54,1006.0,10.0,6.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,703940.12,1006.0,10.0,6.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,18,145503.9,1007.0,10.0,7.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,1998,8804786.4,1007.0,10.0,7.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,5,135373.1,1007.0,10.0,7.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,28,758089.36,1007.0,10.0,7.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,16,129336.8,1008.0,10.0,8.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2630,11589884.0,1008.0,10.0,8.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,15,406119.3,1008.0,10.0,8.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,10,270746.2,1008.0,10.0,8.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,19,153587.45,1009.0,10.0,9.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2010,8857668.0,1009.0,10.0,9.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,26,703940.12,1009.0,10.0,9.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,22,595641.64,1009.0,10.0,9.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,23,185921.65,1010.0,10.0,10.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2000,8813600.0,1010.0,10.0,10.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,7,189522.34,1010.0,10.0,10.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,14,379044.68,1010.0,10.0,10.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,20,161671.0,1011.0,10.0,11.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2103,9267500.4,1011.0,10.0,11.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,16,433193.92,1011.0,10.0,11.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,27,731014.74,1011.0,10.0,11.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,24,194005.2,1012.0,10.0,12.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2151,9479026.8,1012.0,10.0,12.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,30,812238.6,1012.0,10.0,12.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,21,568567.02,1012.0,10.0,12.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,20,161671.0,1101.0,11.0,1.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2510,11061068.0,1101.0,11.0,1.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,1,27074.62,1101.0,11.0,1.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,17,460268.54,1101.0,11.0,1.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,18,145503.9,1102.0,11.0,2.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,1835,8086478.0,1102.0,11.0,2.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,6,162447.72,1102.0,11.0,2.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,21,568567.02,1102.0,11.0,2.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,22,177838.1,1103.0,11.0,3.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2617,11532595.6,1103.0,11.0,3.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,34,920537.08,1103.0,11.0,3.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,22,595641.64,1103.0,11.0,3.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,19,153587.45,1104.0,11.0,4.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,1599,7046473.2,1104.0,11.0,4.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,11,297820.82,1104.0,11.0,4.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,19,514417.78,1104.0,11.0,4.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,28,226339.4,1105.0,11.0,5.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,2415,10642422.0,1105.0,11.0,5.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,541492.4,1105.0,11.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,36,974686.32,1105.0,11.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,23,185921.65,1106.0,11.0,6.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1600,7050880.0,1106.0,11.0,6.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl. a 100 mg,100.0,100.0,L04AB02,800,3525440.0,1106.0,11.0,6.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,27,731014.74,1106.0,11.0,6.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,16,433193.92,1106.0,11.0,6.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,19,153587.45,1107.0,11.0,7.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1620,7139016.0,1107.0,11.0,7.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,15,406119.3,1107.0,11.0,7.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,16,433193.92,1107.0,11.0,7.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,37,299091.35,1108.0,11.0,8.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,3442,15168205.6,1108.0,11.0,8.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,10,270746.2,1108.0,11.0,8.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,8,216596.96,1108.0,11.0,8.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,23,185921.65,1109.0,11.0,9.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1636,7209524.8,1109.0,11.0,9.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,31,839313.22,1109.0,11.0,9.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,703940.12,1109.0,11.0,9.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,60,485013.0,1110.0,11.0,10.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2440,10752592.0,1110.0,11.0,10.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,22,595641.64,1110.0,11.0,10.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,19,514417.78,1110.0,11.0,10.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,60,485013.0,1111.0,11.0,11.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2424,10682083.2,1111.0,11.0,11.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,22,595641.64,1111.0,11.0,11.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,29,785163.98,1111.0,11.0,11.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,63,509263.65,1112.0,11.0,12.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1600,7050880.0,1112.0,11.0,12.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,16,433193.92,1112.0,11.0,12.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,22,595641.64,1112.0,11.0,12.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,79,638600.45,1201.0,12.0,1.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2827,12458023.6,1201.0,12.0,1.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,541492.4,1201.0,12.0,1.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,20,541492.4,1201.0,12.0,1.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,68,549681.4,1202.0,12.0,2.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2446,10779032.8,1202.0,12.0,2.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,15,406119.3,1202.0,12.0,2.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,30,812238.6,1202.0,12.0,2.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,82,662851.1,1203.0,12.0,3.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1632,7191897.6,1203.0,12.0,3.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,19,514417.78,1203.0,12.0,3.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,32,866387.84,1203.0,12.0,3.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,80,646684.0,1204.0,12.0,4.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2629,11585477.2,1204.0,12.0,4.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,25,676865.5,1204.0,12.0,4.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,703940.12,1204.0,12.0,4.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,90,727519.5,1205.0,12.0,5.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1625,7161050.0,1205.0,12.0,5.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,14,379044.68,1205.0,12.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,16,433193.92,1205.0,12.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,110,889190.5,1206.0,12.0,6.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2430,10708524.0,1206.0,12.0,6.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,21,568567.02,1206.0,12.0,6.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,30,812238.6,1206.0,12.0,6.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,50,404177.5,1207.0,12.0,7.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1809,7971901.2,1207.0,12.0,7.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,44,1191283.28,1207.0,12.0,7.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,11,297820.82,1207.0,12.0,7.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,100,808355.0,1208.0,12.0,8.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,3040,13396672.0,1208.0,12.0,8.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,541492.4,1208.0,12.0,8.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,43,1164208.66,1208.0,12.0,8.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,50,404177.5,1209.0,12.0,9.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2030,8945804.0,1209.0,12.0,9.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,18,487343.16,1209.0,12.0,9.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,28,758089.36,1209.0,12.0,9.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,122,986193.1,1210.0,12.0,10.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2049,9029533.2,1210.0,12.0,10.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,38,1028835.56,1210.0,12.0,10.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,35,947611.7,1210.0,12.0,10.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,150,1212532.5,1211.0,12.0,11.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,7030,30979804.0,1211.0,12.0,11.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,21,568567.02,1211.0,12.0,11.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,30,812238.6,1211.0,12.0,11.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,120,970026.0,1212.0,12.0,12.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,1998,8804786.4,1212.0,12.0,12.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,39,1055910.18,1212.0,12.0,12.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,35,947611.7,1212.0,12.0,12.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,120,970026.0,1301.0,13.0,1.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,26,703940.12,1301.0,13.0,1.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,33,893462.46,1301.0,13.0,1.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,236,1907717.8,1302.0,13.0,2.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,24,105763.2,1302.0,13.0,2.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,50,1353731.0,1302.0,13.0,2.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,33,893462.46,1302.0,13.0,2.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,160,1293368.0,1303.0,13.0,3.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2024,8919363.2,1303.0,13.0,3.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,18,487343.16,1303.0,13.0,3.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,48,1299581.76,1303.0,13.0,3.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,240,1915801.2,1304.0,13.0,4.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2000,8593260.0,1304.0,13.0,4.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,28,758089.36,1304.0,13.0,4.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,703940.12,1304.0,13.0,4.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,2 stk.,2.0,200.0,L04AB05,226,1781209.96,1305.0,13.0,5.0,True,False,False,False,False,True,False,False,False,False,False
4060 Centralapoteket. Region Hovedstaden,1 htgl.,1.0,100.0,L04AB02,2000,8593260.0,1305.0,13.0,5.0,True,False,False,False,False,False,False,True,False,False,False
4060 Centralapoteket. Region Hovedstaden,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,67,1768649.25,1305.0,13.0,5.0,True,False,False,False,False,False,False,False,False,True,False
4060 Centralapoteket. Region Hovedstaden,1 stk.  (0.5 ml),1.0,45.0,L04AC05,44,1161501.0,1305.0,13.0,5.0,True,False,False,False,False,False,False,False,False,True,False
