Account Description,Size,Size Numeric,Strength (mg),WHO ATC 5 Code,Volume,Value,Year Month (after 2000),Year (after 2000),Month,Region_Hovedstaden,Region_Midtjylland,Region_Nordjylland,Region_Sjælland,Region_Syddanmark,Product_Cimzia,Product_Inflectra,Product_Remicade,Product_Remsima,Product_Stelara,Product_Zessly
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,744,1816104.0,1702.0,17.0,2.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,23,577170.28,1702.0,17.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,14,351321.04,1702.0,17.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,122,914061.82,1703.0,17.0,3.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,30,122534.4,1703.0,17.0,3.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,888,2167608.0,1703.0,17.0,3.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,29,727736.44,1703.0,17.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,31,777925.16,1703.0,17.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,55,407768.92,1704.0,17.0,4.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,33,131418.21,1704.0,17.0,4.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,912,2226192.0,1704.0,17.0,4.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,22,538274.0,1704.0,17.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,19,464873.0,1704.0,17.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,133,971565.0,1705.0,17.0,5.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,55,219030.35,1705.0,17.0,5.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,888,2167608.0,1705.0,17.0,5.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,14,342538.0,1705.0,17.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,3,75283.08,1705.0,17.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,22,538274.0,1705.0,17.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,80,584400.0,1706.0,17.0,6.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,42,167259.54,1706.0,17.0,6.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,936,2284776.0,1706.0,17.0,6.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,28,685076.0,1706.0,17.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,6,150566.16,1706.0,17.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,28,685076.0,1706.0,17.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,90,657450.0,1707.0,17.0,7.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,38,151330.06,1707.0,17.0,7.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,768,1874688.0,1707.0,17.0,7.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,22,538274.0,1707.0,17.0,7.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,636142.0,1707.0,17.0,7.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,89,650145.0,1708.0,17.0,8.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,34,135400.58,1708.0,17.0,8.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1080,2636280.0,1708.0,17.0,8.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,28,685076.0,1708.0,17.0,8.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,12,301132.32,1708.0,17.0,8.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,636142.0,1708.0,17.0,8.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,110,803550.0,1709.0,17.0,9.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,52,207083.24,1709.0,17.0,9.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,744,1816104.0,1709.0,17.0,9.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,489340.0,1709.0,17.0,9.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,16,391472.0,1709.0,17.0,9.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,110,803550.0,1710.0,17.0,10.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,945,3480302.7,1710.0,17.0,10.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,48,191153.76,1710.0,17.0,10.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,18,440406.0,1710.0,17.0,10.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,636142.0,1710.0,17.0,10.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,85,620925.0,1711.0,17.0,11.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1260,4640403.6,1711.0,17.0,11.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,26,103541.62,1711.0,17.0,11.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,489340.0,1711.0,17.0,11.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,6,150566.16,1711.0,17.0,11.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,23,562741.0,1711.0,17.0,11.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,64,467520.0,1712.0,17.0,12.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,630,2320201.8,1712.0,17.0,12.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,41,163277.17,1712.0,17.0,12.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,24,587208.0,1712.0,17.0,12.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,6,150566.16,1712.0,17.0,12.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,25,611675.0,1712.0,17.0,12.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,83,606315.0,1801.0,18.0,1.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,875,3222502.5,1801.0,18.0,1.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,57,226995.09,1801.0,18.0,1.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,489340.0,1801.0,18.0,1.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,17,415939.0,1801.0,18.0,1.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,128,935040.0,1802.0,18.0,2.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1165,4290531.9,1802.0,18.0,2.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,47,187171.39,1802.0,18.0,2.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,34,831878.0,1802.0,18.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,10,250943.6,1802.0,18.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,21,513807.0,1802.0,18.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,150,1095750.0,1803.0,18.0,3.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1096,4036414.56,1803.0,18.0,3.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,38,151330.06,1803.0,18.0,3.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,489340.0,1803.0,18.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,10,250943.6,1803.0,18.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,29,709543.0,1803.0,18.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,86,628230.0,1804.0,18.0,4.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,980,3609202.8,1804.0,18.0,4.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,49,192049.46,1804.0,18.0,4.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,25,601276.61,1804.0,18.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,622073.59,1804.0,18.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,131,956955.0,1805.0,18.0,5.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1340,4935032.4,1805.0,18.0,5.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,61,236850.8,1805.0,18.0,5.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,3,7323.0,1805.0,18.0,5.0,False,False,False,True,False,False,False,False,True,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,37,882647.21,1805.0,18.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,13,326226.68,1805.0,18.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,16,381685.28,1805.0,18.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,112,818160.0,1806.0,18.0,6.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,980,3609202.8,1806.0,18.0,6.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,42,163077.6,1806.0,18.0,6.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,44,1049634.52,1806.0,18.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,35,834936.55,1806.0,18.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,100,730500.0,1807.0,18.0,7.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1360,5008689.6,1807.0,18.0,7.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,58,225202.4,1807.0,18.0,7.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,13,310119.29,1807.0,18.0,7.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,16,401509.76,1807.0,18.0,7.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,20,477106.6,1807.0,18.0,7.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,152,1110360.0,1808.0,18.0,8.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1200,4419432.0,1808.0,18.0,8.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,56,217436.8,1808.0,18.0,8.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,34,811081.22,1808.0,18.0,8.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,19,453251.27,1808.0,18.0,8.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,94,686670.0,1809.0,18.0,9.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1080,3977488.8,1809.0,18.0,9.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,89,345569.2,1809.0,18.0,9.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,38,906502.54,1809.0,18.0,9.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,10,250943.6,1809.0,18.0,9.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,28,667949.24,1809.0,18.0,9.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,168,1227240.0,1810.0,18.0,10.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1420,5229661.2,1810.0,18.0,10.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,37,143663.6,1810.0,18.0,10.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,24,572527.92,1810.0,18.0,10.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,21,500961.93,1810.0,18.0,10.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,85,620925.0,1811.0,18.0,11.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1580,5818918.8,1811.0,18.0,11.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,49,190257.2,1811.0,18.0,11.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,41,978068.53,1811.0,18.0,11.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,26,620238.58,1811.0,18.0,11.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,120,876600.0,1812.0,18.0,12.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,720,2651659.2,1812.0,18.0,12.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,74,287327.2,1812.0,18.0,12.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,36,858791.88,1812.0,18.0,12.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,10,250943.6,1812.0,18.0,12.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,30,715659.9,1812.0,18.0,12.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,99,723195.0,1901.0,19.0,1.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1531,5638458.66,1901.0,19.0,1.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,46,178608.8,1901.0,19.0,1.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,20,477106.6,1901.0,19.0,1.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,17,405540.61,1901.0,19.0,1.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,127,927735.0,1902.0,19.0,2.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1060,3835699.8,1902.0,19.0,2.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,67,256750.5,1902.0,19.0,2.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,42,988207.12,1902.0,19.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,28,655425.26,1902.0,19.0,2.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,95,693975.0,1903.0,19.0,3.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1080,3878053.2,1903.0,19.0,3.0,False,False,False,True,False,False,True,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,65,246073.1,1903.0,19.0,3.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,27,627991.65,1903.0,19.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,25,581473.75,1903.0,19.0,3.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,97,708585.0,1904.0,19.0,4.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,63,238501.62,1904.0,19.0,4.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,24,558214.8,1904.0,19.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,10,250943.6,1904.0,19.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,21,488437.95,1904.0,19.0,4.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1100,4051300.0,1904.0,19.0,4.0,False,False,False,True,False,False,False,False,False,False,True
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,147,1073835.0,1905.0,19.0,5.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,58,219572.92,1905.0,19.0,5.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,39,907099.05,1905.0,19.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,14,351321.04,1905.0,19.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,23,534955.85,1905.0,19.0,5.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,100.0,L04AB02,1440,5303520.0,1905.0,19.0,5.0,False,False,False,True,False,False,False,False,False,False,True
4070 Sjællands Universitetshospital. Roskilde,2 stk.,2.0,200.0,L04AB05,113,825465.0,1906.0,19.0,6.0,False,False,False,True,False,True,False,False,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1 htgl.,1.0,100.0,L04AB02,48,181715.52,1906.0,19.0,6.0,False,False,False,True,False,False,False,True,False,False,False
4070 Sjællands Universitetshospital. Roskilde,1  eng. spr. a 1 ml,1.0,90.0,L04AC05,44,1023393.8,1906.0,19.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.,1.0,130.0,L04AC05,16,401509.76,1906.0,19.0,6.0,False,False,False,True,False,False,False,False,False,True,False
4070 Sjællands Universitetshospital. Roskilde,1 stk.  (0.5 ml),1.0,45.0,L04AC05,29,674509.55,1906.0,19.0,6.0,False,False,False,True,False,False,False,False,False,True,False
